frame.encap_type,frame.len,frame.protocols,ip.hdr_len,ip.len,ip.flags.rb,ip.flags.df,p.flags.mf,ip.frag_offset,ip.ttl,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.len,tcp.ack,tcp.flags.res,tcp.flags.ns,tcp.flags.cwr,tcp.flags.ecn,tcp.flags.urg,tcp.flags.ack,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.fin,tcp.window_size,tcp.time_delta
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52401,0,1724398465,0,0,0,0,0,1,0,0,1,0,15928,0.005820000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52401,80,0,1043462022,0,0,0,0,0,1,0,0,0,0,28416,0.000059000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52108,0,4134423288,0,0,0,0,0,1,0,0,0,0,30208,0.005183000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52082,0,3325687167,0,0,0,0,0,1,0,0,0,0,30208,0.005394000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52125,0,1264752682,0,0,0,0,0,1,0,0,0,0,30208,0.005089000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52092,0,2121234382,0,0,0,0,0,1,0,0,0,0,17408,0.005329000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52080,0,2821528222,0,0,0,0,0,1,0,0,0,0,30208,0.005466000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52078,0,142498656,0,0,0,0,0,1,0,0,0,0,30208,0.005528000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52140,0,2061551912,0,0,0,0,0,1,0,0,0,0,30208,0.005063000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52097,0,1158032138,0,0,0,0,0,1,0,0,0,0,17408,0.005346000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52089,0,1419771670,0,0,0,0,0,1,0,0,0,0,30208,0.005433000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52086,0,2733817911,0,0,0,0,0,1,0,0,0,0,15712,0.005467000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52084,0,3558274761,0,0,0,0,0,1,0,0,0,0,30208,0.005537000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52146,0,3249671724,0,0,0,0,0,1,0,0,0,0,30208,0.005261000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52101,0,2156365561,0,0,0,0,0,1,0,0,0,0,17408,0.005549000
1,304,eth:ethertype:ip:tcp,20,290,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52401,80,238,1043462022,0,0,0,0,0,1,1,0,0,0,28416,0.000355000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52116,0,3716300585,0,0,0,0,0,1,0,0,0,0,17408,0.005471000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52105,0,4267317049,0,0,0,0,0,1,0,0,0,0,30208,0.005579000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52135,0,2324274311,0,0,0,0,0,1,0,0,0,0,30208,0.005376000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52112,0,550315979,0,0,0,0,0,1,0,0,0,0,30208,0.005534000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52152,0,82709338,0,0,0,0,0,1,0,0,0,0,17408,0.005309000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52158,0,3258646749,0,0,0,0,0,1,0,0,0,0,17408,0.005278000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52177,0,1353133524,0,0,0,0,0,1,0,0,0,0,17408,0.005284000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52120,0,4135333507,0,0,0,0,0,1,0,0,0,0,30208,0.005590000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52130,0,1503248833,0,0,0,0,0,1,0,0,0,0,30208,0.005517000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52170,0,1645994999,0,0,0,0,0,1,0,0,0,0,30208,0.005436000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52191,0,4054302007,0,0,0,0,0,1,0,0,0,0,15712,0.005357000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52165,0,2358438421,0,0,0,0,0,1,0,0,0,0,30208,0.005547000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52184,0,356600038,0,0,0,0,0,1,0,0,0,0,17408,0.005541000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52407,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52395,0,1958766936,0,0,0,0,0,1,0,0,0,0,30208,0.005527000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52408,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52361,80,8,1081020109,0,0,0,0,0,1,1,0,0,0,28416,0.022014000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52374,80,8,1954187107,0,0,0,0,0,1,1,0,0,0,28416,0.014715000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52094,0,566249202,0,0,0,0,0,1,0,0,0,0,17408,0.006595000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52385,80,8,3058922866,0,0,0,0,0,1,1,0,0,0,28416,0.007837000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52402,0,808028294,0,0,0,0,0,1,0,0,1,0,15928,0.005501000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52402,80,0,1813511080,0,0,0,0,0,1,0,0,0,0,28416,0.000020000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52402,80,239,1813511080,0,0,0,0,0,1,1,0,0,0,28416,0.000298000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52396,0,2190859490,0,0,0,0,0,1,0,0,0,0,30208,0.005454000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52409,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52199,0,3102324655,0,0,0,0,0,1,0,0,0,0,30208,0.005437000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52206,0,139370011,0,0,0,0,0,1,0,0,0,0,30208,0.005445000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52394,80,8,3162244580,0,0,0,0,0,1,1,0,0,0,28416,0.002443000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52214,0,1535911517,0,0,0,0,0,1,0,0,0,0,17408,0.005694000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52403,0,424553279,0,0,0,0,0,1,0,0,1,0,15928,0.005931000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52403,80,0,199969895,0,0,0,0,0,1,0,0,0,0,28416,0.000014000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52397,0,192347107,0,0,0,0,0,1,0,0,0,0,30208,0.005479000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52222,0,2642761050,0,0,0,0,0,1,0,0,0,0,30208,0.005293000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52248,0,1375509438,0,0,0,0,0,1,0,0,0,0,30208,0.005225000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52231,0,2162968098,0,0,0,0,0,1,0,0,0,0,30208,0.005387000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52239,0,614075149,0,0,0,0,0,1,0,0,0,0,30208,0.005355000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52263,0,417741364,0,0,0,0,0,1,0,0,0,0,30208,0.005482000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52256,0,3150185082,0,0,0,0,0,1,0,0,0,0,30208,0.005563000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52404,0,2872602518,0,0,0,0,0,1,0,0,1,0,15928,0.005812000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52404,80,0,3223745809,0,0,0,0,0,1,0,0,0,0,28416,0.000012000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52398,0,1944967993,0,0,0,0,0,1,0,0,0,0,30208,0.005460000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52405,0,95695087,0,0,0,0,0,1,0,0,1,0,28960,0.005292000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52405,80,0,2096312817,0,0,0,0,0,1,0,0,0,0,28416,0.000015000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52276,0,4016222462,0,0,0,0,0,1,0,0,0,0,30208,0.005087000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52403,80,239,199969895,0,0,0,0,0,1,1,0,0,0,28416,0.001344000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52410,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52341,0,820697719,0,0,0,0,0,1,0,0,0,0,17408,0.005136000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52399,0,3370516989,0,0,0,0,0,1,0,0,0,0,30208,0.005784000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52313,0,2472371908,0,0,0,0,0,1,0,0,0,0,30208,0.005330000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52285,0,2545743635,0,0,0,0,0,1,0,0,0,0,30208,0.005458000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52406,0,2355607950,0,0,0,0,0,1,0,0,1,0,15928,0.005596000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52303,0,1439341950,0,0,0,0,0,1,0,0,0,0,30208,0.005397000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52406,80,0,2848465469,0,0,0,0,0,1,0,0,0,0,28416,0.000013000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52323,0,3163483111,0,0,0,0,0,1,0,0,0,0,30208,0.005456000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52333,0,4111601190,0,0,0,0,0,1,0,0,0,0,30208,0.005477000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52294,0,2964071089,0,0,0,0,0,1,0,0,0,0,17408,0.005678000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52351,0,1211260712,0,0,0,0,0,1,0,0,0,0,30208,0.005338000
1,304,eth:ethertype:ip:tcp,20,290,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52404,80,238,3223745809,0,0,0,0,0,1,1,0,0,0,28416,0.001811000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52405,80,239,2096312817,0,0,0,0,0,1,1,0,0,0,28416,0.001490000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52400,0,1616581642,0,0,0,0,0,1,0,0,0,0,17408,0.005531000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52411,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52401,0,1724398703,0,0,0,0,0,1,0,0,0,0,17408,0.005458000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52412,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52406,80,239,2848465469,0,0,0,0,0,1,1,0,0,0,28416,0.001388000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52413,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52374,0,446182735,0,0,0,0,0,1,0,0,0,0,30208,0.005326000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52407,0,1129390161,0,0,0,0,0,1,0,0,1,0,15928,0.005896000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52407,80,0,2287339672,0,0,0,0,0,1,0,0,0,0,28416,0.000014000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52361,0,2035719920,0,0,0,0,0,1,0,0,0,0,30208,0.005491000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52385,0,2329359696,0,0,0,0,0,1,0,0,0,0,30208,0.005491000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52408,0,601580770,0,0,0,0,0,1,0,0,1,0,28960,0.005769000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52408,80,0,2696625520,0,0,0,0,0,1,0,0,0,0,28416,0.000055000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52402,0,808028533,0,0,0,0,0,1,0,0,0,0,17408,0.005295000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52407,80,239,2287339672,0,0,0,0,0,1,1,0,0,0,28416,0.000588000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52394,0,1609835555,0,0,0,0,0,1,0,0,0,0,30208,0.005308000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52414,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52408,80,239,2696625520,0,0,0,0,0,1,1,0,0,0,28416,0.000790000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52409,0,943725296,0,0,0,0,0,1,0,0,1,0,28960,0.005726000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52409,80,0,2009762607,0,0,0,0,0,1,0,0,0,0,28416,0.000022000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52415,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52409,80,239,2009762607,0,0,0,0,0,1,1,0,0,0,28416,0.000606000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52416,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52391,80,239,3463047125,0,0,0,0,0,1,1,0,0,0,28416,0.017080000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52417,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52403,0,424553518,0,0,0,0,0,1,0,0,0,0,17408,0.005597000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52410,0,2885542711,0,0,0,0,0,1,0,0,1,0,28960,0.005859000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52410,80,0,445453276,0,0,0,0,0,1,0,0,0,0,28416,0.000025000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52405,0,95695326,0,0,0,0,0,1,0,0,0,0,30208,0.005129000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52404,0,2872602756,0,0,0,0,0,1,0,0,0,0,17408,0.005326000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52410,80,239,445453276,0,0,0,0,0,1,1,0,0,0,28416,0.000364000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52418,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52411,0,1467300220,0,0,0,0,0,1,0,0,1,0,28960,0.005670000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52411,80,0,2276532659,0,0,0,0,0,1,0,0,0,0,28416,0.000026000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52406,0,2355608189,0,0,0,0,0,1,0,0,0,0,17408,0.005281000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52411,80,239,2276532659,0,0,0,0,0,1,1,0,0,0,28416,0.000388000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52412,0,3595842899,0,0,0,0,0,1,0,0,1,0,28960,0.005749000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52412,80,0,1368558711,0,0,0,0,0,1,0,0,0,0,28416,0.000013000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52413,0,58536315,0,0,0,0,0,1,0,0,1,0,28960,0.005640000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52413,80,0,3267697961,0,0,0,0,0,1,0,0,0,0,28416,0.000020000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52412,80,239,1368558711,0,0,0,0,0,1,1,0,0,0,28416,0.000663000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52419,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52420,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52413,80,239,3267697961,0,0,0,0,0,1,1,0,0,0,28416,0.000957000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52407,0,1129390400,0,0,0,0,0,1,0,0,0,0,17408,0.005716000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52408,0,601581009,0,0,0,0,0,1,0,0,0,0,30208,0.005514000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52421,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52414,0,3361302426,0,0,0,0,0,1,0,0,1,0,28960,0.005889000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52414,80,0,963748408,0,0,0,0,0,1,0,0,0,0,28416,0.000014000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52415,0,1474720596,0,0,0,0,0,1,0,0,1,0,28960,0.005627000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52415,80,0,680103051,0,0,0,0,0,1,0,0,0,0,28416,0.000019000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52409,0,943725535,0,0,0,0,0,1,0,0,0,0,30208,0.005713000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52416,0,1281800437,0,0,0,0,0,1,0,0,1,0,28960,0.005545000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52416,80,0,2424142173,0,0,0,0,0,1,0,0,0,0,28416,0.000017000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52414,80,239,963748408,0,0,0,0,0,1,1,0,0,0,28416,0.000733000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52391,0,3841123033,0,0,0,0,0,1,0,0,0,0,30208,0.005571000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52417,0,3788062697,0,0,0,0,0,1,0,0,1,0,28960,0.005958000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52417,80,0,1964934603,0,0,0,0,0,1,0,0,0,0,28416,0.000023000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52422,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,304,eth:ethertype:ip:tcp,20,290,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52416,80,238,2424142173,0,0,0,0,0,1,1,0,0,0,28416,0.001158000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52415,80,239,680103051,0,0,0,0,0,1,1,0,0,0,28416,0.001409000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52423,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52410,0,2885542950,0,0,0,0,0,1,0,0,0,0,30208,0.005493000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52424,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52418,0,1647849374,0,0,0,0,0,1,0,0,1,0,28960,0.005854000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52417,80,239,1964934603,0,0,0,0,0,1,1,0,0,0,28416,0.001456000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52418,80,0,547626764,0,0,0,0,0,1,0,0,0,0,28416,0.000023000
1,305,eth:ethertype:ip:tcp,20,291,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52418,80,239,547626764,0,0,0,0,0,1,1,0,0,0,28416,0.000328000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52411,0,1467300459,0,0,0,0,0,1,0,0,0,0,30208,0.005321000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52425,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52426,80,0,0,0,0,0,0,0,0,0,0,1,0,28400,0.000000000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,56,6,119.162.193.187,154.49.2.126,80,52412,0,3595843138,0,0,0,0,0,1,0,0,0,0,30208,0.005551000
1,74,eth:ethertype:ip:tcp,20,60,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52419,0,2056083811,0,0,0,0,0,1,0,0,1,0,28960,0.005669000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,154.49.2.126,119.162.193.187,52419,80,0,1958127310,0,0,0,0,0,1,0,0,0,0,28416,0.000023000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,119.162.193.187,154.49.2.126,80,52413,0,58536554,0,0,0,0,0,1,0,0,0,0,30208,0.005361000
